ranking,player_name,jorsey_name,country,tournaments,points
1076,William Javier Esteban Marroquin Mayen,MAYEN,Guatemala,1,350
1076,Ilya Lysenko,LYSENKO,Kazakhstan,1,350
1076,Mike Maseko,MASEKO,Zambia,1,350
1076,Fred Simabambaya,SIMABAMBAYA,Zambia,1,350
1076,Manuel Del Rosario Pargas,PARGAS,Cuba,1,350
1076,Azim Issa,ISSA,Togo,1,350
1076,Santiago Uziel Lopez Martinez,MARTINEZ,Mexico,1,350
1076,Alejandro Garcia Garcia,GARCIA,Guatemala,1,350
1076,Carlos Charles Ahouangassi,AHOUANGASSI,Benin,1,350
1076,Cheng-Che Lu,LU,Chinese Taipei,1,350
1076,Martin Olmos,OLMOS,Chile,1,350
1076,Jean-Marc Vianney Agossouwi,AGOSSOUWI,Benin,1,350
1076,Emilio Zambrano Solano,SOLANO,Ecuador,1,350
1076,Hassani D Phiri,PHIRI,Zambia,1,350
1076,Anthony Moreno Hobelin,HOBELIN,Cuba,1,350
1076,Ryan Armand Swart,SWART,South Africa,1,350
1076,Kenta Matsukawa,MATSUKAWA,Japan,1,350
1076,Jean Carlos Guerrero Gallo,GALLO,Cuba,1,350
1076,Otsile Marumo,MARUMO,Botswana,1,350
1136,Min Htet Kaung,KAUNG,Myanmar,3,340
1136,Biloliddin Kuchkarboev,KUCHKARBOEV,Uzbekistan,3,340
1138,Khaitmurat Kulmatov,KULMATOV,Kazakhstan,2,340
1138,Aditya Joshi,JOSHI,India,2,340
1138,Kim Linell,LINELL,Sweden,2,340
1138,Ratmir Gilmanov,GILMANOV,Kazakhstan,2,340
1138,Andrey Nedbaylo,NEDBAYLO,Kazakhstan,2,340
1138,Denis Mukasa,MUKASA,Uganda,2,340
1138,Gafforbek Jabborov,JABBOROV,Uzbekistan,2,340
1138,Moustafa Bumpenje,BUMPENJE,Uganda,2,340
1146,Maj Poboljšaj,POBOLJŠAJ,Slovenia,8,320
1147,Michal Walentek,WALENTEK,Poland,5,320
1148,Teerapat Kleawan,KLEAWAN,Thailand,2,310
1148,Matt Jenkins,JENKINS,England,2,310
1148,Andrew Peter Newman,NEWMAN,Thailand,2,310
1148,Muhammad Ikmal Aizat Mohd Ishak,ISHAK,Malaysia,2,310
1152,Adam Mcallister,MCALLISTER,Ireland,4,300
1153,Fabrizio Gutierrez Quicaño,QUICAÑO,Peru,2,300
1153,Graydon Robb,ROBB,Canada,2,300
1153,Alejandro Crisanto Toribio,TORIBIO,Peru,2,300
1156,Michal Szczypka,SZCZYPKA,Poland,3,290
1157,Michael Schausberger,SCHAUSBERGER,Austria,4,280
1158,Rakesh Sharma,SHARMA,Netherlands,3,280
1159,Arjun Rehani,REHANI,India,2,280
1159,Chayakorn Sootlake,SOOTLAKE,Thailand,2,280
1161,Pavel Maňásek,MAŇÁSEK,Czech Republic,7,270
1162,Cheng-En Wu,WU,Chinese Taipei,2,270
1162,Henry Paynter,PAYNTER,Canada,2,270
1162,Sebastian Lassen Nielsen,NIELSEN,Denmark,2,270
1162,Connor Louie,LOUIE,Canada,2,270
1162,Vaibhav B.S.,B.S.,India,2,270
1162,Yusuf Almutawa,ALMUTAWA,Bahrain,2,270
1168,Eid Ali Al Maliki,MALIKI,England,6,260
1169,Gabriel Rodrigues,RODRIGUES,Portugal,5,260
1170,Sen Thomas,THOMAS,Scotland,3,260
1171,Gregor Alič,ALIČ,Slovenia,10,255
1172,Michael Pang,PANG,England,3,250
1172,Sebastian Mikkelsen,MIKKELSEN,Denmark,3,250
1174,Maksymilian Krogulski,KROGULSKI,Poland,2,250
1175,Idan Schneidman,SCHNEIDMAN,Israel,6,240
1176,Matteo Justel,JUSTEL,France,5,240
1177,Hugo Jardim,JARDIM,England,4,240
1178,Niels Veenstra,VEENSTRA,Netherlands,2,240
1178,Dev Vishnu,VISHNU,United Arab Emirates,2,240
1180,Xiang Li,LI,China,1,240
1180,Cheng Ming Ren,REN,China,1,240
1180,Aaron Zhao,ZHAO,Canada,1,240
1180,Deepak Padmakumar,PADMAKUMAR,United Arab Emirates,1,240
1180,Chen Jia Chu,CHU,Chinese Taipei,1,240
1180,Jun Feng Gu,GU,China,1,240
1186,Aleksander Dzwonnik,DZWONNIK,Poland,5,230
1187,Borko Petrovic,PETROVIC,Serbia,4,230
1188,Najjimu Mbowa,MBOWA,Uganda,2,230
1188,Mattias Xu,XU,Norway,2,230
1188,Jordan Abo,ABO,Uganda,2,230
1188,Samuel Wasswa,WASSWA,Uganda,2,230
1188,Joseph Ssonko,SSONKO,Uganda,2,230
1188,Balint Papai,PAPAI,Hungary,2,230
1188,Aaron Ndawula,NDAWULA,Uganda,2,230
1195,Gabriel Ingi Helgason,HELGASON,Iceland,6,220
1196,Ali Ahmed El Khateeb,KHATEEB,Egypt,4,220
1196,Jan Krumpak,KRUMPAK,Slovenia,4,220
1198,Jaka Ivančič,IVANČIČ,Slovenia,3,220
1199,Oleksii Titov,TITOV,Ukraine,4,210
1200,Arthur Tatranov,TATRANOV,France,3,210
1200,Angus Meldrum,MELDRUM,Scotland,3,210
1202,Rishwan Shiyam,SHIYAM,Maldives,2,210
1203,Vitaliy Reva,REVA,Ukraine,1,210
1203,Youssif Mohamed,MOHAMED,Egypt,1,210
1203,Otabek Kamilov,KAMILOV,Kazakhstan,1,210
1203,Datu Anif Isaac Datu Asrah,ASRAH,Malaysia,1,210
1203,Yuta Kikuchi,KIKUCHI,Japan,1,210
1203,Amir Mahabir,MAHABIR,Trinidad and Tobago,1,210
1203,Teck Joon Kong,KONG,Malaysia,1,210
1203,Shun Huat Goh,GOH,Malaysia,1,210
1203,Umang Kaushik,KAUSHIK,India,1,210
1203,Jamoliddin Salimov,SALIMOV,Tajikistan,1,210
1203,Kyrylo Leonov,LEONOV,Ukraine,1,210
1203,Aaiden Ramcharan,RAMCHARAN,Trinidad and Tobago,1,210
1203,Nicholas Chiu,CHIU,USA,1,210
1203,Nathaniel Khillawan,KHILLAWAN,Trinidad and Tobago,1,210
1203,Savinaka Weerasekara,WEERASEKARA,Sri Lanka,1,210
1203,Sharifzoda Saidov,SAIDOV,Tajikistan,1,210
1203,Nathanael Valleirmen,VALLEIRMEN,Indonesia,1,210
1203,Abduqayum Boboev,BOBOEV,Tajikistan,1,210
1203,Joshua Yang,YANG,USA,1,210
1203,Leon Cassie,CASSIE,Trinidad and Tobago,1,210
1203,Dywne Dickson,DICKSON,Trinidad and Tobago,1,210
1203,Alijon Musofirov,MUSOFIROV,Tajikistan,1,210
1203,Muhamadsaid Salimov,SALIMOV,Tajikistan,1,210
1203,Phitikamon Phankaew,PHANKAEW,Thailand,1,210
1203,Roger Moore,MOORE,Trinidad and Tobago,1,210
1203,Saruul Shafiq,SHAFIQ,Germany,1,210
1203,Jing Yao Pang,PANG,Malaysia,1,210
1203,Amal Sanjai Mayadevi,MAYADEVI,India,1,210
1203,Omar Emad,EMAD,Egypt,1,210
1203,Landon Kurniawan,KURNIAWAN,Australia,1,210
1203,Thanh Long Vu,VU,Vietnam,1,210
1203,Hong Xuan Lim,LIM,Malaysia,1,210
1203,Edwin Akwanyi,AKWANYI,Kenya,1,210
1203,Jakob Godt,GODT,Denmark,1,210
1203,Phillip Halim,HALIM,Australia,1,210
1203,Ondřej Pálinkáš,PÁLINKÁŠ,Czech Republic,1,210
1203,Moaz Hesham Hassan,HASSAN,Egypt,1,210
1203,Rafael Faria,FARIA,Brazil,1,210
1203,Kin Mo Chan,CHAN,Australia,1,210
1203,Tairique Phillip,PHILLIP,Trinidad and Tobago,1,210
1203,Keshon Luces,LUCES,Trinidad and Tobago,1,210
1203,Zamir Ali,ALI,Trinidad and Tobago,1,210
1203,Mirmuhammad Dadoboev,DADOBOEV,Tajikistan,1,210
1203,Verone Salick,SALICK,Trinidad and Tobago,1,210
1203,Eric Mason,MASON,Trinidad and Tobago,1,210
1203,Kyrese Tobias,TOBIAS,Trinidad and Tobago,1,210
1203,Vishal Ramsubhag,RAMSUBHAG,Trinidad and Tobago,1,210
1203,Justin Samaroo,SAMAROO,Trinidad and Tobago,1,210
1203,Mohamed Amine Guelmaoui,GUELMAOUI,Algeria,1,210
1203,Allen Fang,FANG,Australia,1,210
1203,Rylan Tan,TAN,USA,1,210
1203,Yuki Liu,LIU,Australia,1,210
1203,Oba-Ob Rabbie Jayson,JAYSON,Philippines,1,210
1203,Amrish Boodram,BOODRAM,Trinidad and Tobago,1,210
1203,Hein Kaung San,SAN,Myanmar,1,210
1203,Kevin Chen,CHEN,Paraguay,1,210
1203,Sameer Ali,ALI,Trinidad and Tobago,1,210
1203,Gabriel Boodram,BOODRAM,Trinidad and Tobago,1,210
1203,Timothy Sentosa,SENTOSA,Australia,1,210
1203,Samuel Lewis,LEWIS,Trinidad and Tobago,1,210
1203,Che Pedro,PEDRO,Trinidad and Tobago,1,210
1203,Anuj Talwar,TALWAR,Trinidad and Tobago,1,210
1203,Vishal Pereira,PEREIRA,Bahrain,1,210
1203,Dinh Hoang Nguyen,NGUYEN,Vietnam,1,210
1203,Duy Nam Le,LE,Vietnam,1,210
1203,Shashaank Sai Munnangi,MUNNANGI,India,1,210
1203,Carlos Ignacio Abreu Millan,MILLAN,Venezuela,1,210
1203,Donovan David,DAVID,Trinidad and Tobago,1,210
1203,Doniv Pooran,POORAN,Trinidad and Tobago,1,210
1203,Ayush Raj Gupta,GUPTA,India,1,210
1203,Ayoub Rayan Daoud,DAOUD,Algeria,1,210
1203,Jordan Ramsumair,RAMSUMAIR,Trinidad and Tobago,1,210
1203,Jace Smith,SMITH,Trinidad and Tobago,1,210
1203,Akeel Sanchez,SANCHEZ,Trinidad and Tobago,1,210
1203,Jean Claudio Franca Amaral,AMARAL,Brazil,1,210
1203,Thu Thao Nguyen,NGUYEN,Vietnam,1,210
1279,Sebastian Kadlec,KADLEC,Slovakia,8,200
1280,Simone Piccinin,PICCININ,Italy,3,200
1281,Ben Muir,Muir,England,2,200
1281,Muhammad Affan Ahmad Atabek,ATABEK,Malaysia,2,200
1281,Christos Hailis,HAILIS,Cyprus,2,200
1281,Lincoln Isaac Shim,SHIM,Malaysia,2,200
1281,Muhammad Rafi Zafran Ferary,FERARY,Indonesia,2,200
1286,Kevin Hargiono,HARGIONO,Luxembourg,6,190
1287,Mats Duwel,DUWEL,Netherlands,4,190
1288,Oliver Lee Nowak,NOWAK,Denmark,2,190
1289,Rei Miyashita,MIYASHITA,Japan,2,186
1290,Adheep Gupta,GUPTA,India,3,185
1291,Zoltan Kereszti,KERESZTI,Hungary,6,180
1291,Joseph Waugh,WAUGH,England,6,180
1291,Bartosz Krajewski,KRAJEWSKI,Poland,6,180
1294,Safin Emran,EMRAN,Finland,4,180
1294,Daniel Dvořák,DVOŘÁK,Czech Republic,4,180
1294,Lois Le Corre,CORRE,France,4,180
1297,Finlay Jack,JACK,Scotland,2,180
1297,Salim Ben Boudinar,BOUDINAR,Scotland,2,180
1299,Ivor Zekan,ZEKAN,Croatia,5,170
1299,Rasmus Andersson,ANDERSSON,Finland,5,170
1301,Simeon Abiodun Akinsola,AKINSOLA,Nigeria,2,170
1301,Eric Ofoyuru,OFOYURU,Uganda,2,170
1301,Joshua Ogwang,OGWANG,Uganda,2,170
1301,Sarun Rukcharoen,RUKCHAROEN,Thailand,2,170
1301,Aidan Yu Kiat Siow Yin Young,YOUNG,Mauritius,2,170
1301,Surya Pratap Singh,SINGH,India,2,170
1301,Chen Chang Ng,NG,Malaysia,2,170
1301,Yash Shah,SHAH,India,2,170
1309,Arnav Lokhande,LOKHANDE,Canada,1,170
1309,Aaron Tamakloe,TAMAKLOE,Ghana,1,170
1309,Alireza Fakher,FAKHER,Iran,1,170
1309,Sankalp Chandragurala,CHANDRAGURALA,India,1,170
1309,Muhammad Ammar Masood,MASOOD,Scotland,1,170
1309,Babatunde Abdullateef Kayode,KAYODE,Nigeria,1,170
1309,Yu Feng Julian Ho,HO,Singapore,1,170
1309,Felix Dong Sun,SUN,Canada,1,170
1309,Jagadeesh Kalaga,KALAGA,India,1,170
1309,Muhammad Ammar Rusyaidi Razif,RAZIF,Malaysia,1,170
1309,Velayutham Poopathi,POOPATHI,Malaysia,1,170
1309,Md Nazmul Islam Joy,JOY,Bangladesh,1,170
1309,Aris Kattirtzi,KATTIRTZI,Cyprus,1,170
1309,Jhon Berdugo,BERDUGO,Colombia,1,170
1309,Dillon Chong,CHONG,England,1,170
1309,Wen Xuan Ting,TING,Malaysia,1,170
1309,Anton Angeles,ANGELES,Canada,1,170
1309,Usman Mohammed Mamza,MAMZA,Nigeria,1,170
1309,Ahmad Abdul Samad,SAMAD,Ghana,1,170
1309,Leslie Nii Adote Addo,ADDO,Ghana,1,170
1309,Soroush Eskandari Vatannejad,VATANNEJAD,Iran,1,170
1309,Jerry Yin,YIN,Canada,1,170
1309,Sahil Sahil,SAHIL,Canada,1,170
1309,Nicholas Lai-Cheong,LAI-CHEONG,Canada,1,170
1309,Panukorn Nimitpornchai,NIMITPORNCHAI,Thailand,1,170
1309,Mohammad Bagheri,BAGHERI,Iran,1,170
1309,Ajay Meena,MEENA,India,1,170
1309,Christopher Weibe,WEIBE,Canada,1,170
1309,Sree Yashwanth.A.S Sathish Kumar,KUMAR,India,1,170
1309,Manish Kumar,KUMAR,India,1,170
1309,Matthew Waring,WARING,Scotland,1,170
1309,Tobiloba Oyewole,OYEWOLE,Benin,1,170
1309,Lokesh Reddy Kalagotla,KALAGOTLA,India,1,170
1309,Anthony Wong,WONG,Canada,1,170
1309,Daniel Borja,BORJA,Colombia,1,170
1309,Mehdi Ansari,ANSARI,Iran,1,170
1309,Marcelo Novoa Aservi,ASERVI,Peru,1,170
1309,Arpitraj Rajesh Kumar Sinha,SINHA,Canada,1,170
1309,Matthew Shankar Teoh,TEOH,Malaysia,1,170
1309,Xavier Laperriere,LAPERRIERE,Canada,1,170
1309,Syed Saker Mohammad Sibgat Ullah,ULLAH,Bangladesh,1,170
1309,David Walsh,WALSH,Ireland,1,170
1309,Habeeb Temitope Bello,BELLO,Nigeria,1,170
1352,Deepak Pillai,PILLAI,Sweden,3,160
1353,Jose Manuel Jaime Magaña,MAGAÑA,Mexico,2,160
1353,Arturo Angel Salazar,SALAZAR,Mexico,2,160
1353,Jan Wilczak,WILCZAK,Poland,2,160
1353,Ziga Podgoršek,PODGORŠEK,Slovenia,2,160
1357,Liano Panza,PANZA,Switzerland,4,150
1358,Sebastian Pinkowicz,PINKOWICZ,Poland,3,150
1359,Leo Hölzmer,HÖLZMER,Luxembourg,5,140
1360,Mihir Palande,PALANDE,Spain,4,140
1361,Loris Dietrich,DIETRICH,Switzerland,3,140
1361,Zyver John De Leon,LEON,Italy,3,140
1363,Kun Yong Xadrian Tay,TAY,Singapore,2,140
1363,Siddharath Thakur,THAKUR,India,2,140
1363,Dennis Eversdijk,EVERSDIJK,Netherlands,2,140
1366,Piotr Krajewski,KRAJEWSKI,Poland,5,130
1367,Pedro Portelas,PORTELAS,Portugal,4,130
1368,Joel Mislav Kunst,KUNST,Estonia,3,130
1369,Tamino Procida,PROCIDA,Germany,2,130
1369,Venkata Uneeth Krishna Bhimavarapu,BHIMAVARAPU,India,2,130
1371,Danilo Sebastián Lopez Herrera,HERRERA,Guatemala,1,130
1371,Maxil Kpokou,KPOKOU,Benin,1,130
1371,Paul Massias,MASSIAS,France,1,130
1371,Temur Turakhonov,TURAKHONOV,Uzbekistan,1,130
1371,Nicholas Lai,LAI,USA,1,130
1371,Isaac Uriel Perez Garcia,GARCIA,Mexico,1,130
1371,Yann Vital Abissi,ABISSI,Benin,1,130
1371,Faïssal Kafando,KAFANDO,Burkina Faso,1,130
1371,Mohmed Sufiyan Malik,MALIK,South Africa,1,130
1371,Amord Sepela,SEPELA,Botswana,1,130
1371,Yann Emerick Ismael Bledou,BLEDOU,Ivory Coast,1,130
1371,Jayesh Milind Khamkar,KHAMKAR,Zimbabwe,1,130
1371,Robert Sawadogo,SAWADOGO,Burkina Faso,1,130
1371,Mihiradji Tchagafou,TCHAGAFOU,Togo,1,130
1371,Seto Priskero Kiki,KIKI,Benin,1,130
1371,Carlos Jaramillo,JARAMILLO,Mexico,1,130
1371,José Alberto López Martinez,MARTINEZ,Mexico,1,130
1371,Kao Gee-Q Gobe Mokgatle,MOKGATLE,Botswana,1,130
1371,Amrullo Bakhshullaev,BAKHSHULLAEV,Uzbekistan,1,130
1371,Adams Ntungamili,NTUNGAMILI,Botswana,1,130
1371,Nikita Vasiliyev,VASILIYEV,Kazakhstan,1,130
1371,Ephraim Mwale,MWALE,Zambia,1,130
1371,Ting Yu Goh,GOH,England,1,130
1371,Batanani Bongani Oboletse,OBOLETSE,Botswana,1,130
1371,Andrey Shalagin,SHALAGIN,Kazakhstan,1,130
1371,Yusuf Yaşar,YAŞAR,Turkiye,1,130
1371,Erlan Yeshimkhanov,YESHIMKHANOV,Kazakhstan,1,130
1371,Batsho Kgakishi,KGAKISHI,Botswana,1,130
1371,Ibrahim Abdulmalik Baba,BABA,Nigeria,1,130
1371,Laone Mogopa,MOGOPA,Botswana,1,130
1371,Angel Martinez,MARTINEZ,Mexico,1,130
1371,Artyom Savatyugin,SAVATYUGIN,Uzbekistan,1,130
1371,Prashant Harish,HARISH,USA,1,130
1371,Keishin Rimmer,RIMMER,Switzerland,1,130
1371,Abdul Voris Muminov,MUMINOV,Uzbekistan,1,130
1371,Abdurasul Khadjaev,KHADJAEV,Uzbekistan,1,130
1407,Shing Hei Ko,KO,Hong Kong China,2,127
1408,Mikolaj Morawski,MORAWSKI,Poland,4,120
1409,Ivan Druzchenko,DRUZCHENKO,Ukraine,2,120
1409,Meng Jin Basile Koh,KOH,Singapore,2,120
1409,Zawahiir Kayanjwa,KAYANJWA,Uganda,2,120
1409,Denis Onyango,ONYANGO,Uganda,2,120
1409,Abubakari Babu,BABU,Uganda,2,120
1409,Daksh Haldar,HALDAR,Uganda,2,120
1409,Ronnie Kaserenge,KASERENGE,Uganda,2,120
1416,Balazs Papai,PAPAI,Hungary,3,110
1416,Edvin Hadžihalilović,HADŽIHALILOVIĆ,Croatia,3,110
1416,Igor Jasek,JASEK,Poland,3,110
1419,Nyanesh Anand Changea,CHANGEA,Mauritius,2,110
1419,Nicolai Condratiuc,CONDRATIUC,Moldova,2,110
1419,Abdul Latheef Gasim Liyah,LIYAH,Maldives,2,110
1419,Frits Reumer,REUMER,Netherlands,2,110
1419,Bhavesh Bissessur,BISSESSUR,Mauritius,2,110
1419,Jonas Jæger,JÆGER,Denmark,2,110
1419,Jason Francois,FRANCOIS,Mauritius,2,110
1419,Mohamed Maailu Fathuhulla Ismail,ISMAIL,Maldives,2,110
1419,Abdul Samad Mohamed Saalim,SAALIM,Maldives,2,110
1419,Hassan Zayan,ZAYAN,Maldives,2,110
1419,Hanuman Pravish,PRAVISH,Mauritius,2,110
1430,Mayan Mogilner,MOGILNER,Israel,4,100
1430,Moritz Unz,UNZ,Germany,4,100
1432,Man Yin Leung,LEUNG,Wales,2,100
1432,Kelvin Chong,CHONG,USA,2,100
1432,Thomas Joseph Stanford,STANFORD,England,2,100
1432,Harper Leigh,LEIGH,Wales,2,100
1432,Farogh Sanjay Aman,AMAN,India,2,100
1437,Marhanif Ali,ALI,Brunei Darussalem,1,100
1437,Derrick Odida Odoch,ODOCH,Uganda,1,100
1437,Carl Christian Møller,MØLLER,Norway,1,100
1437,Ryane Mazri,MAZRI,Algeria,1,100
1437,Thiti Kokilawatee,KOKILAWATEE,Thailand,1,100
1437,Ahmed Ali Abdelmajeed Elbahnasawy,ELBAHNASAWY,Egypt,1,100
1437,Run Jie Liu,LIU,China,1,100
1437,Aribi Aymen Benytou,BENYTOU,Algeria,1,100
1437,Rishabh Kalidasan,KALIDASAN,United Arab Emirates,1,100
1437,Rishi Mayur,MAYUR,Australia,1,100
1437,Mohamed Salim Almazrouei,ALMAZROUEI,United Arab Emirates,1,100
1437,Quoc Huy Nguyen,NGUYEN,Vietnam,1,100
1437,Alvin Ajirin,AJIRIN,Malaysia,1,100
1437,Izzeddine Ziat,ZIAT,Algeria,1,100
1437,Kiran Balaji,BALAJI,United Arab Emirates,1,100
1437,Nikhil Shyam Sriram,SRIRAM,India,1,100
1437,Billal Larachi,LARACHI,Algeria,1,100
1437,Van Sang Nguyen,NGUYEN,Vietnam,1,100
1437,Izzeldeen Abuarrah,ABUARRAH,Jordan,1,100
1437,Hoai Nam Nguyen,NGUYEN,Vietnam,1,100
1437,Minh Thai Le,LE,Vietnam,1,100
1437,Ahmed Hasan,HASAN,Bahrain,1,100
1437,Wongsup Wongsup-In,WONGSUP-IN,Thailand,1,100
1437,Irusumalla Pushkal,PUSHKAL,Australia,1,100
1437,Jia Qi Peng,PENG,China,1,100
1437,Yehezkiel Fritz Mainaky,MAINAKY,Indonesia,1,100
1437,Michael Tam,TAM,Australia,1,100
1437,Sivabalan Visnuvaarman,VISNUVAARMAN,Malaysia,1,100
1437,Abdelrahman Abdelsattar,ABDELSATTAR,Egypt,1,100
1437,Roshan Rajkumar,RAJKUMAR,Australia,1,100
1437,Mansour Yousif Almazrouei,ALMAZROUEI,United Arab Emirates,1,100
1437,Nick So,SO,Australia,1,100
1437,Melquisidek Elias Almeida Lima,LIMA,Brazil,1,100
1437,Duc Bao Ta,TA,Vietnam,1,100
1437,Huaishu Ge,GE,Australia,1,100
